0.376542,0.981430,0.740803
0.691358,0.035898,1.007986
0.568101,0.164001,0.161092
0.060748,0.866146,0.601215
0.749148,0.036043,0.964941
0.629173,0.147988,0.150537
0.683452,0.036050,0.936743
0.372352,0.920075,0.723003
